,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score
73,121,121,39371412,R3JGMZZGZ157VL,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,So light and easy to use!,Love how light it is and how quickly it dries my hair!,8/19/2015,0.133379432, ,1.0,0.595049417,1.0,0.0,0.715908192
74,124,124,4585192,R1GHTPX91G2NAU,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,0,0,N,Y,Five Stars,WORKS GREAT!! JUST WHAT I WANTED!!!,8/19/2015,0.028391668, ,1.0,0.567199815,1.0,0.0,0.707628505
75,125,125,52803739,R3U9MSW3FCB3KK,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Works Anywhere,"Traveling abroad?  Most foreign countries use 220 VAC instead of the USA 120 VAC.  This means that if you try your hair dryer overseas it will work for about 1 second and fail.  This unit has a voltage selector switch so it will work no matter what the voltage is.  Folds to much smaller unit, name branded.  Remember to buy the correct country plug adaptor.",8/19/2015,0.314024538, ,1.0,0.64296828,1.0,0.0,0.73015447
76,126,126,14632198,R2QP950SX68QYZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,love it,Love love love it. Best one yet.,8/19/2015,0.149093603, ,1.0,0.59921784,1.0,0.0,0.717147464
77,127,127,10919717,R207XVWE53FV0O,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,0,0,N,Y,He seems to enjoy it.,My boyfriend uses this more than I do.  He seems to enjoy it.,8/19/2015,0.039381746, ,1.0,0.5701151,1.0,0.0,0.708495219
78,128,128,29650522,R3H4UAA6ZKS3NB,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,0,0,N,Y,Works great!,I use it on my curly air.  Works great!,8/19/2015,0.047996743, ,1.0,0.572400359,1.0,0.0,0.709174627
79,130,130,32370531,R1NM7MWCXHF2R9,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,5,2,2,N,Y,Just keeps improving the health of my hair...,"Awesome dryer! I was on the fence for a while but now I'm addicted. Leaves my fine, fizzy, dry hair soft and smooth and my hair just keeps getting healthier. If you are waiting, don't...you just have to try this once and you will be sold!",8/19/2015,0.08049032, ,1.0,0.581019775,1.318080836,0.123287146,0.731931614
80,131,131,3449222,R3SKWR23KH1QPA,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,I just love it!,8/18/2015,0.057545054, ,1.0,0.574933194,1.0,0.0,0.709927639
81,136,136,23227968,R36J7XQGK773PO,B0015YFTTC,983445543,oster professional wall hair dryer 76932-710,5,0,0,N,Y,Great hair dryer,Great hair dryer!  Love having the hair dryer ready to use but out of the way mounted to the wall.  We have one in each bathroom!,8/18/2015,-0.097184082, ,1.0,0.533888936,1.0,0.0,0.697725181
82,137,137,14140059,RZPYFNFRDVJC2,B001BOFISS,341174535,andis 81290 tourmaline ionic/ceramic 1875 watt hair dryer,5,0,0,N,Y,Five Stars,Love this hair dryer.  It's louder than I'm used to but my hair seems smoother.,8/18/2015,0.058190729, ,1.0,0.575104469,1.0,0.0,0.709978559
83,138,138,45351550,R3DJXEPP8M7OV1,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,"A good, no-nonsense dryer.","It's a good, no-nonsense hair dryer, and I'm rating it as such.  Three heat settings and two speeds give it great versatility to do a speed dry or more leisurely styling assistance.<br /><br />I'm particularly fond of the removable filter...this is replacing an older hair dryer that was very difficult to clean.  I'm less fond of the attachments...not that they are bad or anything, only that I've never used any kind of attachments for a hair dryer.  They seem a little loose though, so I'm not sure of their ultimate utility.<br /><br />This does put out plenty of power, and it seems like a &#34;clean&#34; heat without a ton of noise.  It's not whisper-quiet, but it does seem a little more discreet than my old hair dryer.<br /><br />So  I do like this - it's handy with a decent amount of power behind it.  As I said, it's no-nonsense.  And I appreciate it.",8/18/2015,0.430910241, ,1.0,0.673973992,1.0,0.0,0.739372468
84,139,139,30180318,R210GWU074SB0R,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,1,N,Y,she said It feels like a real saloon,"My wife loves this thing, she said It feels like a real saloon.",8/18/2015,0.102127132, ,1.0,0.586759269,1.0,0.0,0.713443531
85,140,140,37516936,R3RI44VDBL7VV2,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Five Stars,LOVE this hair dryer!,8/18/2015,0.037615195, ,1.0,0.569646496,1.0,0.0,0.708355903
86,141,141,26733607,R1L1XEPY4VKLQS,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),5,0,0,N,Y,Five Stars,Best dryer I have ever owned.,8/18/2015,0.047711093, ,1.0,0.572324586,1.0,0.0,0.709152099
87,143,143,7969238,R3QRN258JRPJKZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,very nice hair dryer and good price too!,8/18/2015,0.192475738, ,1.0,0.610725611,1.0,0.0,0.720568724
88,146,146,163128,R2D99YJ18OUBRU,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,Good!,8/18/2015,0.03658225, ,1.0,0.569372491,1.0,0.0,0.708274442
89,149,149,24941423,R3F1WC765VILDD,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Five Stars,It is everything I expected..,8/17/2015,0.069634136, ,1.0,0.578140007,1.0,0.0,0.710881024
90,150,150,23367914,R2K6WNOJGM7LB4,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Five Stars,works great,8/17/2015,0.069006788, ,1.0,0.577973593,1.0,0.0,0.710831549
91,151,151,174257,R1MCHN8CAET370,B007PM4M3M,987021536,panasonic kurukuru curling hair dryer eh-ka60-k black | ac100-120v/200-240v (japan model),5,0,0,N,Y,Five Stars,Shipment takes a bit long but very good product,8/17/2015,0.014830767, ,1.0,0.563602579,1.0,0.0,0.706559047
92,156,156,44586413,RGAFV01913DK8,B001UE7D3W,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Five Stars,Woks good,8/17/2015,0.048140065, ,1.0,0.572438378,1.0,0.0,0.70918593
93,158,158,40249295,R2JCLV2VBASA0D,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Five Stars,conair always makes good products,8/17/2015,0.012698192, ,1.0,0.563036881,1.0,0.0,0.706390865
94,159,159,33046233,R1YVIVFA1H4AH6,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,5,0,0,N,Y,Five Stars,Great size and has adequate power...,8/17/2015,0.138392789, ,1.0,0.596379286,1.0,0.0,0.716303562
95,160,160,47439252,R347OYE5NGYX2R,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,5,0,0,N,Y,"Small, compact, powerful!","Small, compact, powerful!",8/17/2015,0.056089467, ,1.0,0.574547077,1.0,0.0,0.709812846
96,166,166,43445170,R2J8G406040BNS,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Must buy!!,"The fan speed is stable and fast!<br />3 temperature selection is very useful, neither too cold nor too hot for me with short hair~~<br />Highly reommend!",8/16/2015,0.341521044, ,1.0,0.650262147,1.0,0.0,0.732322936
97,168,168,20582824,R3NY2QGY1RPPQG,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,5,2,3,N,Y,"Compact, Powerful and Easy to Use","I just really like this hairdryer.  In fact, I purchased this item to replace the exact same hairdryer, which I had for probably about five years before it finally fizzled out.  It's comfortable to hold, it dries my long, thick hair quickly (no easy feat), and leaves my hair smooth and shiny.  I initially replaced my old hairdryer with a different (more expensive) ionic hairdryer, and didn't get the same results.  So I looked for an exact replacement on Amazon, and was pleasantly surprised to find it, not to mention at such a good price.  Needless to say, I didn't hesitate to click the &#34;Buy now with 1-Click&#34; button, and I'm glad that I did.<br /><br />PROS:<br />Tourmaline Ceramic technology - emits infrared heat and negative ions, which makes it gentler on hair and faster drying<br />Lightweight, comfortable to hold and use<br />Long cord<br />Foldable - packs and stores easily and compactly<br /><br />CONS:<br />Doesn't have separate heat and speed settings<br />The on/off switch is a little difficult to use<br />Doesn't have a retractable cord",8/16/2015,0.5482416, ,1.0,0.70509792,1.301029996,0.116678293,0.767737516
98,170,170,52925627,R3MJ1HRSNHKFLJ,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Wonderful hair dryer for my road trip.,"I'm on the road vacationing and brought this dryer with me. I have very long hair and swim a lot in chlorinated pools. That means a ton of showers and wet hair. This dryer works great for me; it is quiet, efficient and really dries my hair quickly. It sn't so hot that it burns my fine hair. The bonus is that I get a smooth textured outcome that air drying just doesn't give me.<br /><br />On the aesthetic side I love the textured feel to this dryer's exterior. It has a silky matte finish that I very much enjoy. Lovely color as well.",8/16/2015,0.645970359, ,1.0,0.73102196,1.0,0.0,0.756332829
99,171,171,26613163,R2ZDX4VBVP18RX,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Sleek,"My hairdryer was noisy and past its prime, so I was delighted to try this new Remington dryer. It's sleek and it's quiet. It's a bit heavier than my old Conair, but not so heavy as to be uncomfortable to hold. In fact, it has a very nice, slim grip and I like the matte finish. My hair is indeed shinier, as promised. An unexpected extra is that it stays straighter, a real bonus in heat and humidity. I may never use the attachments (diffuser and focused stream) but it's nice to have them. I'm enjoying my new dryer and look forward to a long relationship.",8/16/2015,0.456218306, ,1.0,0.680687341,1.0,0.0,0.741368346
100,172,172,5215766,R1UBJXGXL32M3U,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,5,0,1,N,Y,Five Stars,I love it this dryer is prefect for my daughters and I .,8/16/2015,0.095393272, ,1.0,0.58497301,1.0,0.0,0.712912476
101,173,173,48428870,R2M2LJ7GISCJZ4,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,Great working hair dryer at an economical price,"This is a great hair dryer at a fantastic price.  It contains all the elements I have in my older and much more expensive hair dryer.  It uses ionic ceramic toumaline to help reduce frizz and static that occurs from blow drying your hair.  It has three heat settings and two blower speeds.  I generally use the medium heat and the high blower, but I like to have the option to do a quicker dry with high heat when needed.  It also includes the cool shot button which allows you to quickly cool the dryer down in the midst of drying and styling.<br /><br />It has an easily removable filter, which is a huge plus.  I once ruined a dryer because I didn't realize I needed to clean the filter.  Now I periodically take the filter off and blow the &#34;wrong way&#34; through it to clear dust that accumulates through time.  I do this about one a week or so and it helps keep the dryer running well and from burning out.  I have placed a towel hook next to my bathroom sink and I hang the dryer on it.  It keeps it off the counter, saving room and keeping it within easy reach.<br /><br />The dryer comes with both a concentrator for when you are styling your hair or trying to focus the drying effort as well as a diffuser. The latter is important for me as my hair has a lot of wave and curl and blow drying it without the diffuser turns it all to frizz instead of curls.<br /><br />I'm very pleased with this dryer and recommend it as a good and fairly inexpensive choice.",8/15/2015,1.005878028, ,1.0,0.826492947,1.0,0.0,0.784716353
102,174,174,42689422,R5ZGQKKWM8EZK,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,2,3,Y,N,"Great value, heavy duty motor, all the bells and whistles and 4 year warranty!","I already have the D3190A, which is a LOT like this AC215C that I selected for my daughter because she likes this color better than the purple.<br />They both have the &#34;cool shot feature&#34; which we love, and the cleanable filter (*VERY important feature to keep airflow going strong) which is key to its ability to dry hair quickly, you would think all hair dryers would have it!<br /><br />Now to its features: it has the three heat settings & two power settings (*I wish it had 3 power settings!)<br />It has a concentrator and a diffuser which my daughter who has a head full of natural curls says it is an ESSENTIAL attachment to have if you have curls like her.<br />It also has the &#34;ionic (heat protection) technology&#34; that keeps your hair free from frizz & fly aways, it dries hair fast we both have long hair & it doesn't tangle it all up when blow drying on high,<br /><br />* ALL of this is just like the purple D3190A model, where it differs is that this one has a<br />FOUR year warranty as opposed to the D3190A, which only has a 2 yr warranty and they say it has a Salon quality AC motor for 4 times a longer life<br />so, that explains the longer warranty. For $10.00 more you get a better value as this is supposed to last twice as long as the purple D3190A one that is $20.00<br />They both function excellently, if money is tight get the purple D3190A one, if you have the extra $10 I would go with this one!",8/15/2015,0.889413673, ,1.0,0.795599004,1.301029996,0.116678293,0.794643488
103,175,175,42644737,R3Q1FG7H6RV3PX,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",4,2,2,Y,N,Nicely Designed 1875 Watt Blow Dryer That's Super Lightweight and A Great Value!,"This is a very good blow dryer. It has three heat and two speed settings, and a cool shot button to help set your style. It's 1875 watts- so it's nice and strong though not as powerful my professional hair dryer that does dry my hair faster. But my hair has been getting split ends and damaged, so I love that this dryer is designed to protect against heat damage. Only time will tell if that feature works, but I sure need it. This also has the usual attachments that I never use but they look the same as what typically comes with a blow dryer. My biggest problem with blow dryers is the motor dies from not regularly cleaning the lint filter (which draws in dust and causes the motor to overheat). So one great feature is this Remington has a removable filter for easy cleaning, and that will definitely prolong the life of the hair dryer if the filter is cleaned out regularly.<br /><br />My hair comes out smooth and nice with the Remington. My favorite part about the design is it's comfortable to hold, the controls are placed well for comfortable use and most of all it's super lightweight. Also, this dryer is not as loud as most others. It looks great in purple too. I do wish the cord was a little longer. It's long enough for plugging into a high outlet in a bathroom, but if I need to use a lower outlet in another room  then the cord is too short for me to stand and dry my hair (though adequate if I sit down). I'm used to a longer cord, so others may not mind the cord length, but I'm taking one star off as I think the cord should be at least a foot longer. Overall, however, I definitely recommend this hair dryer as it has great features, works very well and is such a great value!",8/15/2015,0.895239228, ,0.75,0.797144321,1.318080836,0.123287146,0.661435441
